# Unit Overview
Unit,AttacksMade,AttacksReceived,OffHitRate,DefDodgeRate,OffCritRate,AvgDmgDealt,AvgDmgTaken,Kills,Deaths,KDRatio
Archer,183,249,0.934,0.161,0.197,6.51,16.57,23,89,0.26
Assassin,291,168,0.921,0.173,0.275,8.08,15.76,23,47,0.49
Battle Mage,357,193,0.902,0.098,0.160,5.47,12.78,22,33,0.67
Cleric,141,238,0.872,0.088,0.121,27.29,9.56,50,39,1.28
Crossbowman,241,273,0.884,0.106,0.183,8.66,13.22,35,65,0.54
Fighter,423,257,0.903,0.074,0.154,11.88,11.73,69,28,2.46
Goblin Raider,349,240,0.900,0.138,0.192,3.84,17.88,24,90,0.27
Knight,468,645,0.915,0.084,0.103,8.61,6.37,64,46,1.39
Mage,174,91,0.908,0.044,0.103,31.06,16.78,69,3,23.00
Marksman,188,227,0.872,0.150,0.255,6.53,16.64,22,74,0.30
Ogre,307,401,0.873,0.045,0.081,0.87,3.26,1,20,0.05
Orc Warrior,241,262,0.888,0.080,0.112,16.54,7.91,64,22,2.91
Paladin,471,634,0.879,0.073,0.104,6.82,6.91,68,61,1.11
Priest,206,69,0.883,0.029,0.058,26.18,15.55,77,11,7.00
Ranger,100,291,0.920,0.124,0.190,11.57,12.01,15,60,0.25
Rogue,3,290,1.000,0.162,0.333,1.00,11.41,0,60,0.00
Scout,218,187,0.872,0.219,0.216,5.36,12.95,32,36,0.89
Skeleton Archer,366,130,0.913,0.077,0.167,5.55,20.44,36,71,0.51
Sorcerer,236,101,0.898,0.099,0.114,35.16,15.25,135,2,67.50
Spearman,403,190,0.891,0.132,0.144,7.43,9.48,47,14,3.36
Swordsman,428,332,0.902,0.108,0.187,9.82,14.06,75,54,1.39
Warlock,30,215,0.833,0.088,0.133,29.13,18.03,9,104,0.09
Warrior,371,405,0.903,0.114,0.127,9.81,10.49,77,61,1.26
Wizard,191,298,0.901,0.060,0.115,39.32,15.11,116,63,1.84

# Compressed Matchups
Attacker,Defender,TotalAttacks,HitRate,CritRate,DodgeRate,TotalDamage,AvgDmgPerAttack,Kills,BattlesSampled
Scout,Fighter,6,1.000,0.000,0.000,6,1.00,0,2
Scout,Goblin Raider,22,0.682,0.227,0.182,112,5.09,4,1
Scout,Knight,8,0.750,0.250,0.250,6,0.75,0,3
Scout,Mage,3,1.000,0.000,0.000,10,3.33,0,1
Scout,Marksman,18,0.778,0.444,0.111,142,7.89,4,1
Scout,Ogre,66,0.864,0.182,0.045,57,0.86,2,1
Scout,Orc Warrior,10,1.000,0.400,0.000,12,1.20,0,2
Scout,Paladin,10,0.900,0.100,0.100,9,0.90,0,2
Scout,Priest,3,1.000,0.333,0.000,21,7.00,0,1
Scout,Ranger,52,0.615,0.096,0.212,130,2.50,4,1
Scout,Rogue,36,0.639,0.111,0.250,130,3.61,5,1
Scout,Skeleton Archer,9,1.000,0.444,0.000,109,12.11,3,1
Scout,Sorcerer,3,1.000,0.333,0.000,28,9.33,0,1
Scout,Spearman,4,1.000,0.500,0.000,10,2.50,0,1
Scout,Swordsman,6,1.000,0.167,0.000,10,1.67,0,2
Scout,Warlock,15,0.867,0.200,0.067,111,7.40,2,1
Scout,Warrior,10,0.800,0.100,0.100,12,1.20,0,2
Scout,Wizard,25,0.800,0.240,0.040,136,5.44,3,1
Skeleton Archer,Archer,24,0.792,0.083,0.167,139,5.79,4,1
Skeleton Archer,Assassin,4,1.000,0.000,0.000,36,9.00,1,2
Skeleton Archer,Battle Mage,9,1.000,0.333,0.000,40,4.44,0,1
Skeleton Archer,Cleric,57,0.895,0.175,0.035,115,2.02,3,2
Skeleton Archer,Crossbowman,24,0.917,0.083,0.042,166,6.92,5,1
Skeleton Archer,Fighter,11,1.000,0.182,0.000,82,7.45,0,2
Skeleton Archer,Goblin Raider,25,0.760,0.200,0.080,142,5.68,1,3
Skeleton Archer,Knight,45,0.822,0.089,0.089,215,4.78,2,6
Skeleton Archer,Mage,9,1.000,0.111,0.000,25,2.78,0,1
Skeleton Archer,Marksman,26,0.654,0.115,0.231,126,4.85,2,2
Skeleton Archer,Ogre,9,0.889,0.111,0.000,66,7.33,0,1
Skeleton Archer,Orc Warrior,16,0.938,0.250,0.000,80,5.00,1,3
Skeleton Archer,Paladin,38,0.868,0.184,0.000,125,3.29,0,5
Skeleton Archer,Priest,1,1.000,0.000,0.000,1,1.00,0,1
Skeleton Archer,Ranger,38,0.763,0.079,0.079,118,3.11,4,1
Skeleton Archer,Rogue,24,0.833,0.125,0.167,157,6.54,6,1
Skeleton Archer,Scout,18,0.667,0.111,0.111,79,4.39,0,1
Skeleton Archer,Sorcerer,10,0.900,0.200,0.100,26,2.60,0,2
Skeleton Archer,Spearman,9,0.889,0.000,0.111,54,6.00,0,1
Skeleton Archer,Swordsman,13,0.923,0.077,0.077,107,8.23,0,4
Skeleton Archer,Warlock,46,0.870,0.174,0.043,112,2.43,5,2
Skeleton Archer,Warrior,32,0.875,0.188,0.094,213,6.66,3,5
Skeleton Archer,Wizard,77,0.831,0.208,0.078,150,1.95,4,3
Sorcerer,Archer,22,0.773,0.136,0.136,640,29.09,11,5
Sorcerer,Assassin,11,0.909,0.000,0.091,420,38.18,10,3
Sorcerer,Battle Mage,19,0.895,0.158,0.000,435,22.89,9,2
Sorcerer,Cleric,7,0.714,0.000,0.000,112,16.00,3,1
Sorcerer,Crossbowman,14,0.643,0.071,0.214,283,20.21,4,3
Sorcerer,Fighter,16,0.938,0.188,0.000,474,29.62,7,3
Sorcerer,Goblin Raider,9,0.889,0.111,0.111,357,39.67,8,1
Sorcerer,Knight,26,0.923,0.154,0.077,793,30.50,6,8
Sorcerer,Mage,15,0.933,0.133,0.067,514,34.27,2,3
Sorcerer,Marksman,9,0.778,0.333,0.222,357,39.67,7,1
Sorcerer,Ogre,6,0.667,0.167,0.333,115,19.17,3,1
Sorcerer,Orc Warrior,19,0.842,0.105,0.105,507,26.68,6,2
Sorcerer,Paladin,32,0.906,0.094,0.000,873,27.28,11,8
Sorcerer,Priest,3,1.000,0.000,0.000,62,20.67,1,1
Sorcerer,Ranger,12,0.917,0.167,0.083,423,35.25,6,2
Sorcerer,Rogue,10,0.900,0.200,0.100,420,42.00,9,2
Sorcerer,Scout,14,0.714,0.071,0.000,315,22.50,5,3
Sorcerer,Skeleton Archer,10,0.800,0.000,0.100,160,16.00,0,1
Sorcerer,Spearman,12,0.500,0.083,0.333,128,10.67,2,1
Sorcerer,Swordsman,13,0.923,0.154,0.077,525,40.38,3,6
Sorcerer,Warlock,20,0.850,0.050,0.150,633,31.65,17,3
Sorcerer,Warrior,20,0.800,0.000,0.150,514,25.70,8,6
Sorcerer,Wizard,18,0.889,0.167,0.056,623,34.61,3,5
Spearman,Archer,9,0.667,0.111,0.333,113,12.56,0,1
Spearman,Assassin,18,0.722,0.167,0.222,186,10.33,2,3
Spearman,Battle Mage,36,0.833,0.222,0.111,187,5.19,5,1
Spearman,Cleric,25,0.800,0.240,0.120,133,5.32,3,2
Spearman,Crossbowman,21,0.857,0.095,0.095,149,7.10,4,1
Spearman,Fighter,12,0.750,0.083,0.083,15,1.25,0,1
Spearman,Goblin Raider,9,0.889,0.111,0.111,147,16.33,0,1
Spearman,Knight,75,0.880,0.107,0.053,98,1.31,1,2
Spearman,Marksman,20,0.800,0.050,0.150,195,9.75,5,2
Spearman,Ogre,45,0.822,0.111,0.067,57,1.27,2,1
Spearman,Orc Warrior,27,0.852,0.111,0.111,46,1.70,0,1
Spearman,Paladin,139,0.892,0.151,0.058,258,1.86,4,5
Spearman,Priest,9,0.889,0.111,0.111,90,10.00,0,1
Spearman,Ranger,20,0.700,0.150,0.050,119,5.95,1,1
Spearman,Rogue,11,1.000,0.182,0.000,165,15.00,0,2
Spearman,Scout,18,0.667,0.111,0.333,129,7.17,3,1
Spearman,Skeleton Archer,18,0.833,0.056,0.056,224,12.44,9,1
Spearman,Sorcerer,13,0.769,0.231,0.154,162,12.46,2,2
Spearman,Swordsman,45,0.778,0.111,0.133,271,6.02,3,5
Spearman,Warlock,18,0.833,0.111,0.111,194,10.78,6,1
Spearman,Warrior,33,0.848,0.152,0.091,163,4.94,2,1
Spearman,Wizard,21,0.905,0.190,0.048,288,13.71,2,4
Swordsman,Archer,15,0.800,0.333,0.133,180,12.00,5,1
Swordsman,Assassin,18,0.778,0.167,0.111,192,10.67,3,1
Swordsman,Battle Mage,30,0.800,0.233,0.067,180,6.00,6,1
Swordsman,Cleric,26,0.731,0.077,0.115,130,5.00,3,1
Swordsman,Crossbowman,40,0.800,0.125,0.125,269,6.72,8,4
Swordsman,Fighter,22,0.818,0.136,0.136,68,3.09,0,5
Swordsman,Goblin Raider,74,0.743,0.135,0.095,790,10.68,13,6
Swordsman,Knight,55,0.836,0.236,0.091,97,1.76,1,1
Swordsman,Mage,11,0.909,0.091,0.091,129,11.73,0,2
Swordsman,Marksman,24,0.792,0.167,0.083,289,12.04,7,3
Swordsman,Ogre,51,0.882,0.235,0.078,101,1.98,2,3
Swordsman,Orc Warrior,46,0.826,0.174,0.065,109,2.37,0,3
Swordsman,Paladin,106,0.877,0.179,0.066,261,2.46,6,5
Swordsman,Ranger,22,0.818,0.091,0.045,215,9.77,3,2
Swordsman,Rogue,19,0.789,0.053,0.158,156,8.21,1,2
Swordsman,Scout,18,0.722,0.111,0.222,152,8.44,1,1
Swordsman,Skeleton Archer,19,0.684,0.158,0.158,249,13.11,8,2
Swordsman,Sorcerer,13,0.923,0.308,0.077,240,18.46,0,3
Swordsman,Spearman,35,0.829,0.057,0.114,124,3.54,0,5
Swordsman,Swordsman,35,0.771,0.257,0.114,299,8.54,5,4
Swordsman,Warlock,19,0.789,0.211,0.053,261,13.74,9,2
Swordsman,Warrior,97,0.814,0.155,0.072,461,4.75,2,8
Swordsman,Wizard,15,0.867,0.133,0.067,122,8.13,3,2
Warlock,Archer,1,1.000,0.000,0.000,39,39.00,1,1
Warlock,Crossbowman,1,1.000,0.000,0.000,39,39.00,1,1
Warlock,Fighter,8,0.875,0.125,0.000,272,34.00,2,5
Warlock,Knight,7,0.857,0.286,0.143,232,33.14,2,5
Warlock,Mage,1,1.000,0.000,0.000,33,33.00,0,1
Warlock,Marksman,1,0.000,0.000,1.000,0,0.00,0,1
Warlock,Ogre,3,1.000,0.000,0.000,117,39.00,0,1
Warlock,Orc Warrior,17,0.706,0.059,0.118,230,13.53,3,3
Warlock,Paladin,1,0.000,0.000,0.000,0,0.00,0,1
Warlock,Warrior,1,0.000,0.000,1.000,0,0.00,0,1
Warrior,Archer,31,0.710,0.161,0.129,418,13.48,9,6
Warrior,Assassin,21,0.857,0.048,0.143,228,10.86,1,3
Warrior,Battle Mage,33,0.818,0.061,0.121,227,6.88,8,1
Warrior,Cleric,17,0.882,0.059,0.059,132,7.76,4,2
Warrior,Crossbowman,35,0.771,0.086,0.114,221,6.31,7,3
Warrior,Fighter,64,0.766,0.078,0.094,181,2.83,1,6
Warrior,Goblin Raider,18,0.778,0.222,0.056,230,12.78,8,1
Warrior,Knight,122,0.811,0.123,0.098,183,1.50,0,8
Warrior,Mage,3,1.000,0.000,0.000,27,9.00,1,2
Warrior,Marksman,23,0.696,0.174,0.174,286,12.43,5,4
Warrior,Ogre,30,0.933,0.167,0.033,56,1.87,0,1
Warrior,Orc Warrior,17,0.882,0.059,0.059,39,2.29,0,2
Warrior,Paladin,115,0.826,0.070,0.078,267,2.32,4,5
Warrior,Priest,3,1.000,0.667,0.000,75,25.00,0,1
Warrior,Ranger,25,0.800,0.040,0.120,220,8.80,4,3
Warrior,Rogue,19,0.789,0.105,0.105,168,8.84,0,2
Warrior,Scout,18,0.833,0.056,0.056,177,9.83,3,1
Warrior,Skeleton Archer,9,1.000,0.111,0.000,153,17.00,5,3
Warrior,Sorcerer,4,1.000,0.500,0.000,88,22.00,0,2
Warrior,Spearman,8,0.750,0.000,0.000,38,4.75,0,1
Warrior,Swordsman,19,0.842,0.105,0.158,160,8.42,1,5
Warrior,Warlock,25,0.840,0.080,0.080,309,12.36,10,4
Warrior,Warrior,10,0.800,0.100,0.100,62,6.20,2,3
Warrior,Wizard,28,0.893,0.143,0.107,310,11.07,7,5
Wizard,Archer,15,0.667,0.067,0.267,380,25.33,6,3
Wizard,Assassin,7,1.000,0.286,0.000,302,43.14,5,4
Wizard,Battle Mage,6,0.833,0.000,0.167,184,30.67,0,1
Wizard,Cleric,7,1.000,0.000,0.000,192,27.43,4,2
Wizard,Crossbowman,11,0.909,0.091,0.000,438,39.82,9,3
Wizard,Fighter,20,1.000,0.200,0.000,839,41.95,9,7
Wizard,Goblin Raider,49,0.673,0.143,0.102,1055,21.53,21,6
Wizard,Knight,21,0.952,0.095,0.048,789,37.57,7,6
Wizard,Mage,9,0.889,0.111,0.111,315,35.00,1,2
Wizard,Marksman,8,0.750,0.125,0.000,292,36.50,6,1
Wizard,Ogre,3,0.667,0.000,0.333,90,30.00,0,1
Wizard,Orc Warrior,14,0.857,0.071,0.143,374,26.71,4,3
Wizard,Paladin,16,0.938,0.062,0.062,552,34.50,6,7
Wizard,Ranger,12,0.417,0.083,0.250,187,15.58,4,1
Wizard,Rogue,10,0.500,0.000,0.400,156,15.60,2,2
Wizard,Scout,10,0.700,0.100,0.200,242,24.20,3,2
Wizard,Skeleton Archer,14,0.857,0.214,0.071,365,26.07,5,2
Wizard,Sorcerer,3,1.000,0.000,0.000,114,38.00,0,2
Wizard,Spearman,5,0.800,0.200,0.000,167,33.40,1,2
Wizard,Swordsman,14,1.000,0.071,0.000,652,46.57,14,5
Wizard,Warlock,10,1.000,0.300,0.000,399,39.90,8,2
Wizard,Warrior,29,0.897,0.034,0.069,904,31.17,13,8
Wizard,Wizard,5,0.800,0.000,0.200,129,25.80,3,2

# Balance Alerts
AlertType,Subject,Value,Threshold,Details
HighCrit,Assassin vs Marksman,66.7%,>50%,Assassin crits Marksman 67% of the time (9 attacks)
HighCrit,Marksman vs Skeleton Archer,55.6%,>50%,Marksman crits Skeleton Archer 56% of the time (9 attacks)
HighDamage,Cleric vs Crossbowman,33.75,>=33.40 (top 5%),Cleric deals 33.75 avg damage to Crossbowman per attack
HighDamage,Cleric vs Fighter,33.50,>=33.40 (top 5%),Cleric deals 33.50 avg damage to Fighter per attack
HighDamage,Cleric vs Goblin Raider,39.00,>=33.40 (top 5%),Cleric deals 39.00 avg damage to Goblin Raider per attack
HighDamage,Mage vs Crossbowman,41.11,>=33.40 (top 5%),Mage deals 41.11 avg damage to Crossbowman per attack
HighDamage,Sorcerer vs Assassin,38.18,>=33.40 (top 5%),Sorcerer deals 38.18 avg damage to Assassin per attack
HighDamage,Sorcerer vs Goblin Raider,39.67,>=33.40 (top 5%),Sorcerer deals 39.67 avg damage to Goblin Raider per attack
HighDamage,Sorcerer vs Mage,34.27,>=33.40 (top 5%),Sorcerer deals 34.27 avg damage to Mage per attack
HighDamage,Sorcerer vs Marksman,39.67,>=33.40 (top 5%),Sorcerer deals 39.67 avg damage to Marksman per attack
HighDamage,Sorcerer vs Ranger,35.25,>=33.40 (top 5%),Sorcerer deals 35.25 avg damage to Ranger per attack
HighDamage,Sorcerer vs Rogue,42.00,>=33.40 (top 5%),Sorcerer deals 42.00 avg damage to Rogue per attack
HighDamage,Sorcerer vs Swordsman,40.38,>=33.40 (top 5%),Sorcerer deals 40.38 avg damage to Swordsman per attack
HighDamage,Sorcerer vs Wizard,34.61,>=33.40 (top 5%),Sorcerer deals 34.61 avg damage to Wizard per attack
HighDamage,Warlock vs Fighter,34.00,>=33.40 (top 5%),Warlock deals 34.00 avg damage to Fighter per attack
HighDamage,Wizard vs Assassin,43.14,>=33.40 (top 5%),Wizard deals 43.14 avg damage to Assassin per attack
HighDamage,Wizard vs Crossbowman,39.82,>=33.40 (top 5%),Wizard deals 39.82 avg damage to Crossbowman per attack
HighDamage,Wizard vs Fighter,41.95,>=33.40 (top 5%),Wizard deals 41.95 avg damage to Fighter per attack
HighDamage,Wizard vs Knight,37.57,>=33.40 (top 5%),Wizard deals 37.57 avg damage to Knight per attack
HighDamage,Wizard vs Mage,35.00,>=33.40 (top 5%),Wizard deals 35.00 avg damage to Mage per attack
HighDamage,Wizard vs Marksman,36.50,>=33.40 (top 5%),Wizard deals 36.50 avg damage to Marksman per attack
HighDamage,Wizard vs Paladin,34.50,>=33.40 (top 5%),Wizard deals 34.50 avg damage to Paladin per attack
HighDamage,Wizard vs Spearman,33.40,>=33.40 (top 5%),Wizard deals 33.40 avg damage to Spearman per attack
HighDamage,Wizard vs Swordsman,46.57,>=33.40 (top 5%),Wizard deals 46.57 avg damage to Swordsman per attack
HighDamage,Wizard vs Warlock,39.90,>=33.40 (top 5%),Wizard deals 39.90 avg damage to Warlock per attack
PerfectHitRate,Archer vs Orc Warrior,100.0%,100%,Archer never misses Orc Warrior (9 attacks)
PerfectHitRate,Archer vs Warlock,100.0%,100%,Archer never misses Warlock (12 attacks)
PerfectHitRate,Assassin vs Fighter,100.0%,100%,Assassin never misses Fighter (7 attacks)
PerfectHitRate,Assassin vs Mage,100.0%,100%,Assassin never misses Mage (10 attacks)
PerfectHitRate,Assassin vs Priest,100.0%,100%,Assassin never misses Priest (13 attacks)
PerfectHitRate,Assassin vs Skeleton Archer,100.0%,100%,Assassin never misses Skeleton Archer (11 attacks)
PerfectHitRate,Battle Mage vs Marksman,100.0%,100%,Battle Mage never misses Marksman (9 attacks)
PerfectHitRate,Battle Mage vs Sorcerer,100.0%,100%,Battle Mage never misses Sorcerer (10 attacks)
PerfectHitRate,Battle Mage vs Warlock,100.0%,100%,Battle Mage never misses Warlock (9 attacks)
PerfectHitRate,Cleric vs Fighter,100.0%,100%,Cleric never misses Fighter (6 attacks)
PerfectHitRate,Cleric vs Goblin Raider,100.0%,100%,Cleric never misses Goblin Raider (6 attacks)
PerfectHitRate,Cleric vs Ogre,100.0%,100%,Cleric never misses Ogre (6 attacks)
PerfectHitRate,Cleric vs Ranger,100.0%,100%,Cleric never misses Ranger (7 attacks)
PerfectHitRate,Fighter vs Goblin Raider,100.0%,100%,Fighter never misses Goblin Raider (10 attacks)
PerfectHitRate,Fighter vs Marksman,100.0%,100%,Fighter never misses Marksman (11 attacks)
PerfectHitRate,Fighter vs Priest,100.0%,100%,Fighter never misses Priest (12 attacks)
PerfectHitRate,Fighter vs Warlock,100.0%,100%,Fighter never misses Warlock (9 attacks)
PerfectHitRate,Fighter vs Wizard,100.0%,100%,Fighter never misses Wizard (23 attacks)
PerfectHitRate,Goblin Raider vs Mage,100.0%,100%,Goblin Raider never misses Mage (6 attacks)
PerfectHitRate,Goblin Raider vs Orc Warrior,100.0%,100%,Goblin Raider never misses Orc Warrior (9 attacks)
PerfectHitRate,Goblin Raider vs Paladin,100.0%,100%,Goblin Raider never misses Paladin (9 attacks)
PerfectHitRate,Knight vs Cleric,100.0%,100%,Knight never misses Cleric (15 attacks)
PerfectHitRate,Mage vs Cleric,100.0%,100%,Mage never misses Cleric (9 attacks)
PerfectHitRate,Mage vs Crossbowman,100.0%,100%,Mage never misses Crossbowman (9 attacks)
PerfectHitRate,Mage vs Priest,100.0%,100%,Mage never misses Priest (9 attacks)
PerfectHitRate,Mage vs Spearman,100.0%,100%,Mage never misses Spearman (9 attacks)
PerfectHitRate,Marksman vs Paladin,100.0%,100%,Marksman never misses Paladin (26 attacks)
PerfectHitRate,Marksman vs Skeleton Archer,100.0%,100%,Marksman never misses Skeleton Archer (9 attacks)
PerfectHitRate,Orc Warrior vs Mage,100.0%,100%,Orc Warrior never misses Mage (5 attacks)
PerfectHitRate,Orc Warrior vs Priest,100.0%,100%,Orc Warrior never misses Priest (9 attacks)
PerfectHitRate,Orc Warrior vs Skeleton Archer,100.0%,100%,Orc Warrior never misses Skeleton Archer (10 attacks)
PerfectHitRate,Orc Warrior vs Warlock,100.0%,100%,Orc Warrior never misses Warlock (13 attacks)
PerfectHitRate,Paladin vs Mage,100.0%,100%,Paladin never misses Mage (5 attacks)
PerfectHitRate,Priest vs Battle Mage,100.0%,100%,Priest never misses Battle Mage (9 attacks)
PerfectHitRate,Ranger vs Cleric,100.0%,100%,Ranger never misses Cleric (8 attacks)
PerfectHitRate,Ranger vs Spearman,100.0%,100%,Ranger never misses Spearman (5 attacks)
PerfectHitRate,Rogue vs Orc Warrior,100.0%,100%,Rogue never misses Orc Warrior (6 attacks)
PerfectHitRate,Scout vs Fighter,100.0%,100%,Scout never misses Fighter (6 attacks)
PerfectHitRate,Scout vs Orc Warrior,100.0%,100%,Scout never misses Orc Warrior (10 attacks)
PerfectHitRate,Scout vs Skeleton Archer,100.0%,100%,Scout never misses Skeleton Archer (9 attacks)
PerfectHitRate,Scout vs Swordsman,100.0%,100%,Scout never misses Swordsman (6 attacks)
PerfectHitRate,Skeleton Archer vs Battle Mage,100.0%,100%,Skeleton Archer never misses Battle Mage (9 attacks)
PerfectHitRate,Skeleton Archer vs Fighter,100.0%,100%,Skeleton Archer never misses Fighter (11 attacks)
PerfectHitRate,Skeleton Archer vs Mage,100.0%,100%,Skeleton Archer never misses Mage (9 attacks)
PerfectHitRate,Spearman vs Rogue,100.0%,100%,Spearman never misses Rogue (11 attacks)
PerfectHitRate,Warrior vs Skeleton Archer,100.0%,100%,Warrior never misses Skeleton Archer (9 attacks)
PerfectHitRate,Wizard vs Assassin,100.0%,100%,Wizard never misses Assassin (7 attacks)
PerfectHitRate,Wizard vs Cleric,100.0%,100%,Wizard never misses Cleric (7 attacks)
PerfectHitRate,Wizard vs Fighter,100.0%,100%,Wizard never misses Fighter (20 attacks)
PerfectHitRate,Wizard vs Swordsman,100.0%,100%,Wizard never misses Swordsman (14 attacks)
PerfectHitRate,Wizard vs Warlock,100.0%,100%,Wizard never misses Warlock (10 attacks)
SkewedKD,Mage,23.00,>5.0,"Mage has a K/D of 23.00 (69 kills, 3 deaths)"
SkewedKD,Priest,7.00,>5.0,"Priest has a K/D of 7.00 (77 kills, 11 deaths)"
SkewedKD,Sorcerer,67.50,>5.0,"Sorcerer has a K/D of 67.50 (135 kills, 2 deaths)"
