# Unit Overview
Unit,AttacksMade,AttacksReceived,OffHitRate,DefDodgeRate,OffCritRate,AvgDmgDealt,AvgDmgTaken,Kills,Deaths,KDRatio
Archer,169,264,0.929,0.098,0.201,18.89,20.72,44,57,0.77
Assassin,246,137,0.898,0.161,0.264,14.32,18.01,33,17,1.94
Battle Mage,324,155,0.920,0.116,0.114,7.17,14.56,27,32,0.84
Cleric,143,183,0.944,0.098,0.112,24.70,13.92,55,37,1.49
Crossbowman,166,199,0.898,0.116,0.193,15.85,17.48,47,43,1.09
Fighter,439,255,0.904,0.082,0.134,11.18,11.85,71,18,3.94
Goblin Raider,229,167,0.917,0.162,0.188,14.88,18.33,35,46,0.76
Knight,402,540,0.896,0.078,0.107,12.15,10.48,68,72,0.94
Mage,92,259,0.913,0.050,0.130,31.97,15.39,45,66,0.68
Marksman,156,172,0.897,0.151,0.224,14.42,19.73,36,67,0.54
Ogre,79,192,0.899,0.062,0.025,16.03,8.74,17,20,0.85
Orc Warrior,272,305,0.893,0.102,0.121,11.99,8.88,62,32,1.94
Paladin,461,496,0.900,0.077,0.074,9.43,9.62,66,66,1.00
Priest,133,177,0.850,0.062,0.128,22.29,16.23,40,53,0.75
Ranger,104,190,0.875,0.168,0.240,15.55,13.87,12,45,0.27
Rogue,243,129,0.897,0.186,0.272,11.41,17.19,19,38,0.50
Scout,189,190,0.926,0.137,0.233,6.93,18.41,24,71,0.34
Skeleton Archer,148,131,0.878,0.076,0.135,16.64,22.24,21,58,0.36
Sorcerer,107,229,0.925,0.083,0.065,34.07,17.92,48,54,0.89
Spearman,419,146,0.890,0.075,0.162,10.45,13.03,58,15,3.87
Swordsman,462,320,0.909,0.097,0.199,12.64,16.74,72,56,1.29
Warlock,40,220,0.950,0.082,0.075,28.07,17.37,18,56,0.32
Warrior,314,274,0.917,0.062,0.140,17.32,14.64,93,37,2.51
Wizard,234,241,0.915,0.066,0.090,34.94,18.03,104,59,1.76

# Compressed Matchups
Attacker,Defender,TotalAttacks,HitRate,CritRate,DodgeRate,TotalDamage,AvgDmgPerAttack,Kills,BattlesSampled
Ranger,Rogue,3,1.000,0.667,0.000,81,27.00,0,1
Ranger,Scout,5,0.800,0.000,0.200,70,14.00,0,2
Ranger,Skeleton Archer,5,1.000,0.000,0.000,51,10.20,1,2
Ranger,Sorcerer,8,0.750,0.375,0.125,54,6.75,2,1
Ranger,Spearman,3,1.000,0.333,0.000,47,15.67,0,1
Ranger,Swordsman,3,1.000,0.333,0.000,69,23.00,0,1
Ranger,Warlock,11,0.818,0.000,0.182,69,6.27,0,2
Ranger,Warrior,10,1.000,0.200,0.000,172,17.20,1,4
Ranger,Wizard,9,0.667,0.000,0.222,61,6.78,1,3
Rogue,Archer,11,0.818,0.273,0.091,169,15.36,1,1
Rogue,Assassin,14,0.714,0.214,0.286,169,12.07,2,2
Rogue,Battle Mage,12,0.667,0.083,0.167,57,4.75,0,1
Rogue,Cleric,11,0.909,0.364,0.000,151,13.73,1,1
Rogue,Crossbowman,12,0.833,0.250,0.083,141,11.75,0,1
Rogue,Fighter,11,1.000,0.091,0.000,64,5.82,0,2
Rogue,Goblin Raider,12,0.750,0.333,0.167,169,14.08,2,1
Rogue,Knight,45,0.911,0.356,0.044,189,4.20,2,3
Rogue,Mage,20,0.900,0.300,0.050,164,8.20,3,1
Rogue,Marksman,18,0.722,0.111,0.167,184,10.22,3,1
Rogue,Ogre,20,0.900,0.250,0.000,86,4.30,1,2
Rogue,Orc Warrior,27,0.852,0.185,0.148,82,3.04,0,1
Rogue,Paladin,44,0.750,0.250,0.091,206,4.68,3,3
Rogue,Priest,11,1.000,0.364,0.000,152,13.82,2,1
Rogue,Ranger,18,0.889,0.167,0.111,112,6.22,1,1
Rogue,Scout,18,0.611,0.111,0.222,161,8.94,0,1
Rogue,Skeleton Archer,8,0.875,0.250,0.000,118,14.75,3,1
Rogue,Sorcerer,9,1.000,0.333,0.000,177,19.67,0,1
Rogue,Spearman,8,0.875,0.250,0.000,40,5.00,0,2
Rogue,Swordsman,9,0.778,0.111,0.222,95,10.56,0,1
Rogue,Warlock,18,0.833,0.111,0.111,149,8.28,0,1
Rogue,Warrior,18,0.833,0.222,0.056,96,5.33,0,1
Rogue,Wizard,16,1.000,0.188,0.000,206,12.88,4,2
Scout,Archer,8,0.875,0.250,0.000,57,7.12,0,1
Scout,Assassin,3,1.000,0.333,0.000,37,12.33,0,1
Scout,Battle Mage,4,0.750,0.250,0.250,15,3.75,0,1
Scout,Cleric,32,0.656,0.188,0.125,117,3.66,3,1
Scout,Crossbowman,8,1.000,0.375,0.000,43,5.38,0,1
Scout,Fighter,6,1.000,0.500,0.000,20,3.33,0,3
Scout,Goblin Raider,6,0.500,0.333,0.167,33,5.50,0,1
Scout,Knight,6,0.833,0.000,0.000,5,0.83,0,1
Scout,Mage,36,0.861,0.306,0.028,155,4.31,3,2
Scout,Marksman,9,0.889,0.111,0.111,63,7.00,0,2
Scout,Ogre,21,0.905,0.238,0.000,25,1.19,0,1
Scout,Orc Warrior,6,0.667,0.167,0.167,4,0.67,0,1
Scout,Paladin,14,0.857,0.143,0.071,19,1.36,0,3
Scout,Priest,24,0.875,0.167,0.000,111,4.62,3,1
Scout,Ranger,28,0.786,0.250,0.071,122,4.36,3,1
Scout,Rogue,3,1.000,0.000,0.000,27,9.00,0,1
Scout,Skeleton Archer,12,0.917,0.167,0.000,114,9.50,3,1
Scout,Sorcerer,29,0.828,0.207,0.069,156,5.38,2,3
Scout,Swordsman,17,0.941,0.353,0.000,85,5.00,1,4
Scout,Warlock,33,0.848,0.212,0.091,147,4.45,6,1
Scout,Warrior,10,0.700,0.000,0.200,12,1.20,0,2
Scout,Wizard,26,0.808,0.192,0.077,141,5.42,3,1
Skeleton Archer,Archer,4,1.000,0.250,0.000,67,16.75,0,1
Skeleton Archer,Assassin,7,0.857,0.000,0.143,132,18.86,1,2
Skeleton Archer,Cleric,8,0.875,0.375,0.125,109,13.62,1,1
Skeleton Archer,Crossbowman,12,0.917,0.167,0.083,172,14.33,5,1
Skeleton Archer,Fighter,8,0.875,0.000,0.000,120,15.00,1,1
Skeleton Archer,Goblin Raider,15,0.667,0.067,0.333,137,9.13,0,2
Skeleton Archer,Knight,17,0.941,0.176,0.059,227,13.35,0,4
Skeleton Archer,Mage,14,1.000,0.071,0.000,116,8.29,2,1
Skeleton Archer,Marksman,4,1.000,0.250,0.000,67,16.75,1,1
Skeleton Archer,Ogre,18,0.889,0.167,0.000,227,12.61,0,3
Skeleton Archer,Orc Warrior,25,0.880,0.040,0.000,234,9.36,3,3
Skeleton Archer,Paladin,17,0.882,0.353,0.118,224,13.18,3,4
Skeleton Archer,Priest,14,0.786,0.143,0.143,129,9.21,2,2
Skeleton Archer,Ranger,6,0.667,0.167,0.333,77,12.83,0,1
Skeleton Archer,Rogue,6,1.000,0.000,0.000,132,22.00,0,1
Skeleton Archer,Scout,6,0.833,0.167,0.167,117,19.50,1,1
Skeleton Archer,Sorcerer,12,0.833,0.167,0.167,100,8.33,0,1
Skeleton Archer,Swordsman,8,0.625,0.000,0.375,82,10.25,3,3
Skeleton Archer,Warlock,12,0.750,0.167,0.167,122,10.17,0,1
Skeleton Archer,Warrior,6,1.000,0.167,0.000,145,24.17,0,1
Skeleton Archer,Wizard,6,1.000,0.167,0.000,103,17.17,0,1
Sorcerer,Archer,12,1.000,0.167,0.000,338,28.17,3,4
Sorcerer,Assassin,3,0.667,0.000,0.333,74,24.67,0,1
Sorcerer,Battle Mage,7,0.714,0.143,0.286,149,21.29,4,2
Sorcerer,Cleric,3,1.000,0.000,0.000,93,31.00,0,1
Sorcerer,Crossbowman,9,0.667,0.000,0.222,180,20.00,4,2
Sorcerer,Fighter,7,0.714,0.000,0.000,185,26.43,2,4
Sorcerer,Goblin Raider,5,0.800,0.000,0.000,127,25.40,3,2
Sorcerer,Knight,26,0.885,0.115,0.038,788,30.31,11,11
Sorcerer,Mage,3,1.000,0.000,0.000,93,31.00,0,1
Sorcerer,Marksman,3,1.000,0.000,0.000,111,37.00,3,1
Sorcerer,Ogre,6,0.833,0.000,0.167,164,27.33,1,2
Sorcerer,Orc Warrior,5,0.800,0.200,0.000,169,33.80,2,2
Sorcerer,Paladin,10,0.700,0.100,0.100,210,21.00,3,5
Sorcerer,Priest,4,1.000,0.000,0.000,86,21.50,2,1
Sorcerer,Ranger,5,0.600,0.000,0.400,99,19.80,0,2
Sorcerer,Rogue,1,1.000,0.000,0.000,37,37.00,1,1
Sorcerer,Scout,3,0.333,0.333,0.667,58,19.33,1,1
Sorcerer,Skeleton Archer,4,0.750,0.000,0.250,99,24.75,0,2
Sorcerer,Spearman,3,1.000,0.000,0.000,111,37.00,0,1
Sorcerer,Swordsman,14,0.929,0.071,0.000,460,32.86,6,6
Sorcerer,Warlock,9,0.889,0.000,0.111,248,27.56,2,4
Sorcerer,Warrior,3,1.000,0.000,0.000,111,37.00,0,1
Sorcerer,Wizard,3,1.000,0.000,0.000,48,16.00,1,1
Spearman,Archer,25,0.760,0.160,0.200,301,12.04,4,3
Spearman,Assassin,21,0.714,0.286,0.190,282,13.43,3,4
Spearman,Battle Mage,27,0.741,0.111,0.185,186,6.89,3,1
Spearman,Cleric,25,0.920,0.160,0.000,201,8.04,4,3
Spearman,Crossbowman,21,0.667,0.143,0.286,171,8.14,2,1
Spearman,Fighter,50,0.880,0.100,0.080,196,3.92,1,2
Spearman,Goblin Raider,12,0.833,0.083,0.083,153,12.75,2,1
Spearman,Knight,58,0.897,0.138,0.052,176,3.03,5,3
Spearman,Mage,36,0.889,0.194,0.056,270,7.50,6,3
Spearman,Marksman,12,1.000,0.167,0.000,227,18.92,1,2
Spearman,Ogre,14,0.857,0.214,0.000,57,4.07,2,1
Spearman,Orc Warrior,65,0.831,0.138,0.046,196,3.02,3,1
Spearman,Paladin,80,0.850,0.100,0.113,337,4.21,6,6
Spearman,Priest,17,0.824,0.118,0.118,175,10.29,3,2
Spearman,Ranger,24,0.750,0.125,0.125,155,6.46,4,1
Spearman,Rogue,18,0.556,0.111,0.278,171,9.50,2,2
Spearman,Scout,9,0.889,0.000,0.111,124,13.78,0,1
Spearman,Skeleton Archer,9,1.000,0.222,0.000,202,22.44,0,1
Spearman,Sorcerer,17,0.882,0.059,0.118,157,9.24,2,3
Spearman,Spearman,15,0.800,0.133,0.133,42,2.80,0,1
Spearman,Swordsman,31,0.968,0.129,0.032,360,11.61,6,7
Spearman,Warlock,18,0.944,0.111,0.000,166,9.22,1,1
Spearman,Warrior,21,1.000,0.190,0.000,176,8.38,1,1
Spearman,Wizard,25,0.920,0.160,0.000,329,13.16,5,6
Swordsman,Archer,17,0.824,0.294,0.118,284,16.71,2,3
Swordsman,Assassin,14,0.857,0.286,0.071,264,18.86,2,2
Swordsman,Battle Mage,22,0.773,0.136,0.136,168,7.64,3,2
Swordsman,Cleric,15,0.933,0.267,0.067,166,11.07,1,4
Swordsman,Crossbowman,22,0.773,0.091,0.091,243,11.05,0,5
Swordsman,Fighter,20,0.850,0.300,0.150,114,5.70,0,4
Swordsman,Goblin Raider,29,0.690,0.138,0.138,303,10.45,4,5
Swordsman,Knight,71,0.845,0.155,0.085,243,3.42,5,7
Swordsman,Mage,40,0.900,0.150,0.025,367,9.18,6,7
Swordsman,Marksman,23,0.783,0.087,0.043,270,11.74,9,3
Swordsman,Ogre,29,0.828,0.069,0.103,80,2.76,2,2
Swordsman,Orc Warrior,79,0.848,0.165,0.076,307,3.89,4,3
Swordsman,Paladin,100,0.860,0.160,0.050,464,4.64,4,15
Swordsman,Priest,18,0.944,0.111,0.000,246,13.67,4,4
Swordsman,Ranger,16,0.875,0.125,0.000,139,8.69,0,3
Swordsman,Rogue,18,0.889,0.111,0.111,210,11.67,6,1
Swordsman,Scout,24,0.833,0.167,0.125,288,12.00,10,3
Swordsman,Skeleton Archer,13,0.769,0.154,0.154,214,16.46,2,2
Swordsman,Sorcerer,24,0.833,0.250,0.167,378,15.75,1,5
Swordsman,Spearman,16,0.812,0.188,0.125,65,4.06,0,5
Swordsman,Swordsman,57,0.825,0.123,0.088,574,10.07,7,11
Swordsman,Warlock,19,0.947,0.421,0.053,335,17.63,3,4
Swordsman,Warrior,85,0.847,0.200,0.071,588,6.92,6,10
Swordsman,Wizard,24,0.833,0.125,0.083,297,12.38,3,10
Warlock,Archer,1,1.000,0.000,0.000,34,34.00,0,1
Warlock,Fighter,1,1.000,0.000,0.000,34,34.00,0,1
Warlock,Knight,11,1.000,0.000,0.000,354,32.18,5,8
Warlock,Mage,1,1.000,0.000,0.000,28,28.00,0,1
Warlock,Ogre,10,0.800,0.200,0.100,241,24.10,5,2
Warlock,Orc Warrior,23,0.957,0.174,0.043,396,17.22,6,2
Warlock,Paladin,1,1.000,0.000,0.000,30,30.00,0,1
Warlock,Scout,2,0.500,0.000,0.000,34,17.00,1,1
Warlock,Skeleton Archer,1,1.000,0.000,0.000,30,30.00,1,1
Warlock,Spearman,1,1.000,0.000,0.000,34,34.00,0,1
Warlock,Swordsman,1,0.000,0.000,1.000,0,0.00,0,1
Warlock,Warrior,1,1.000,0.000,0.000,34,34.00,0,1
Warlock,Wizard,2,0.500,0.000,0.000,27,13.50,0,1
Warrior,Archer,36,0.806,0.083,0.167,555,15.42,9,7
Warrior,Assassin,1,1.000,1.000,0.000,37,37.00,0,1
Warrior,Battle Mage,18,0.778,0.056,0.167,210,11.67,1,1
Warrior,Cleric,12,0.917,0.083,0.083,164,13.67,3,1
Warrior,Crossbowman,16,0.875,0.062,0.062,196,12.25,0,2
Warrior,Fighter,45,0.911,0.200,0.044,416,9.24,3,6
Warrior,Goblin Raider,14,0.857,0.143,0.143,213,15.21,4,1
Warrior,Knight,88,0.807,0.114,0.102,592,6.73,7,9
Warrior,Mage,21,0.905,0.143,0.048,284,13.52,6,5
Warrior,Marksman,17,0.647,0.176,0.294,243,14.29,5,2
Warrior,Ogre,9,0.889,0.222,0.111,63,7.00,0,1
Warrior,Orc Warrior,28,0.893,0.107,0.000,233,8.32,6,2
Warrior,Paladin,66,0.894,0.136,0.030,562,8.52,8,8
Warrior,Priest,7,1.000,0.143,0.000,147,21.00,3,1
Warrior,Ranger,16,0.812,0.125,0.188,204,12.75,3,4
Warrior,Rogue,15,0.800,0.067,0.200,222,14.80,6,1
Warrior,Scout,25,0.760,0.120,0.120,367,14.68,10,2
Warrior,Skeleton Archer,11,0.909,0.091,0.000,197,17.91,6,2
Warrior,Sorcerer,24,0.750,0.208,0.167,333,13.88,5,6
Warrior,Spearman,4,1.000,0.000,0.000,36,9.00,0,1
Warrior,Swordsman,25,0.800,0.040,0.120,290,11.60,2,7
Warrior,Warlock,26,0.808,0.231,0.077,371,14.27,7,4
Warrior,Warrior,9,0.778,0.000,0.000,91,10.11,3,3
Warrior,Wizard,25,0.880,0.080,0.000,372,14.88,6,4
Wizard,Archer,27,0.815,0.222,0.148,824,30.52,10,12
Wizard,Assassin,3,0.667,0.000,0.333,80,26.67,2,2
Wizard,Battle Mage,11,0.727,0.091,0.182,140,12.73,1,3
Wizard,Cleric,8,0.625,0.125,0.000,147,18.38,2,2
Wizard,Crossbowman,15,0.933,0.067,0.000,513,34.20,11,5
Wizard,Fighter,10,1.000,0.000,0.000,319,31.90,2,6
Wizard,Goblin Raider,32,0.719,0.031,0.094,643,20.09,10,5
Wizard,Knight,37,0.892,0.108,0.081,1192,32.22,11,19
Wizard,Mage,11,1.000,0.000,0.000,331,30.09,1,3
Wizard,Marksman,7,1.000,0.000,0.000,280,40.00,7,2
Wizard,Ogre,5,1.000,0.400,0.000,107,21.40,0,2
Wizard,Orc Warrior,10,0.900,0.200,0.000,291,29.10,2,2
Wizard,Paladin,18,0.833,0.056,0.056,343,19.06,4,4
Wizard,Priest,9,0.889,0.000,0.111,244,27.11,4,3
Wizard,Ranger,12,0.750,0.250,0.083,210,17.50,3,3
Wizard,Rogue,7,0.714,0.000,0.286,200,28.57,5,2
Wizard,Scout,6,1.000,0.000,0.000,228,38.00,6,1
Wizard,Skeleton Archer,7,1.000,0.143,0.000,205,29.29,4,3
Wizard,Sorcerer,42,0.738,0.071,0.119,711,16.93,7,4
Wizard,Spearman,11,0.818,0.000,0.091,312,28.36,0,4
Wizard,Swordsman,22,0.909,0.136,0.045,820,37.27,7,11
Wizard,Warlock,20,0.750,0.050,0.200,394,19.70,4,4
Wizard,Warrior,20,0.900,0.150,0.100,659,32.95,4,9
Wizard,Wizard,9,1.000,0.111,0.000,296,32.89,2,7

# Balance Alerts
AlertType,Subject,Value,Threshold,Details
HighCrit,Archer vs Skeleton Archer,66.7%,>50%,Archer crits Skeleton Archer 67% of the time (6 attacks)
HighCrit,Goblin Raider vs Sorcerer,53.8%,>50%,Goblin Raider crits Sorcerer 54% of the time (13 attacks)
HighCrit,Ranger vs Fighter,66.7%,>50%,Ranger crits Fighter 67% of the time (6 attacks)
HighDamage,Archer vs Archer,28.00,>=28.00 (top 5%),Archer deals 28.00 avg damage to Archer per attack
HighDamage,Cleric vs Crossbowman,31.00,>=28.00 (top 5%),Cleric deals 31.00 avg damage to Crossbowman per attack
HighDamage,Cleric vs Warrior,36.14,>=28.00 (top 5%),Cleric deals 36.14 avg damage to Warrior per attack
HighDamage,Mage vs Fighter,29.45,>=28.00 (top 5%),Mage deals 29.45 avg damage to Fighter per attack
HighDamage,Mage vs Scout,28.00,>=28.00 (top 5%),Mage deals 28.00 avg damage to Scout per attack
HighDamage,Priest vs Swordsman,28.20,>=28.00 (top 5%),Priest deals 28.20 avg damage to Swordsman per attack
HighDamage,Sorcerer vs Archer,28.17,>=28.00 (top 5%),Sorcerer deals 28.17 avg damage to Archer per attack
HighDamage,Sorcerer vs Knight,30.31,>=28.00 (top 5%),Sorcerer deals 30.31 avg damage to Knight per attack
HighDamage,Sorcerer vs Orc Warrior,33.80,>=28.00 (top 5%),Sorcerer deals 33.80 avg damage to Orc Warrior per attack
HighDamage,Sorcerer vs Swordsman,32.86,>=28.00 (top 5%),Sorcerer deals 32.86 avg damage to Swordsman per attack
HighDamage,Warlock vs Knight,32.18,>=28.00 (top 5%),Warlock deals 32.18 avg damage to Knight per attack
HighDamage,Wizard vs Archer,30.52,>=28.00 (top 5%),Wizard deals 30.52 avg damage to Archer per attack
HighDamage,Wizard vs Crossbowman,34.20,>=28.00 (top 5%),Wizard deals 34.20 avg damage to Crossbowman per attack
HighDamage,Wizard vs Fighter,31.90,>=28.00 (top 5%),Wizard deals 31.90 avg damage to Fighter per attack
HighDamage,Wizard vs Knight,32.22,>=28.00 (top 5%),Wizard deals 32.22 avg damage to Knight per attack
HighDamage,Wizard vs Mage,30.09,>=28.00 (top 5%),Wizard deals 30.09 avg damage to Mage per attack
HighDamage,Wizard vs Marksman,40.00,>=28.00 (top 5%),Wizard deals 40.00 avg damage to Marksman per attack
HighDamage,Wizard vs Orc Warrior,29.10,>=28.00 (top 5%),Wizard deals 29.10 avg damage to Orc Warrior per attack
HighDamage,Wizard vs Rogue,28.57,>=28.00 (top 5%),Wizard deals 28.57 avg damage to Rogue per attack
HighDamage,Wizard vs Scout,38.00,>=28.00 (top 5%),Wizard deals 38.00 avg damage to Scout per attack
HighDamage,Wizard vs Skeleton Archer,29.29,>=28.00 (top 5%),Wizard deals 29.29 avg damage to Skeleton Archer per attack
HighDamage,Wizard vs Spearman,28.36,>=28.00 (top 5%),Wizard deals 28.36 avg damage to Spearman per attack
HighDamage,Wizard vs Swordsman,37.27,>=28.00 (top 5%),Wizard deals 37.27 avg damage to Swordsman per attack
HighDamage,Wizard vs Warrior,32.95,>=28.00 (top 5%),Wizard deals 32.95 avg damage to Warrior per attack
HighDamage,Wizard vs Wizard,32.89,>=28.00 (top 5%),Wizard deals 32.89 avg damage to Wizard per attack
PerfectHitRate,Archer vs Archer,100.0%,100%,Archer never misses Archer (7 attacks)
PerfectHitRate,Archer vs Battle Mage,100.0%,100%,Archer never misses Battle Mage (7 attacks)
PerfectHitRate,Archer vs Mage,100.0%,100%,Archer never misses Mage (11 attacks)
PerfectHitRate,Archer vs Ranger,100.0%,100%,Archer never misses Ranger (12 attacks)
PerfectHitRate,Archer vs Warlock,100.0%,100%,Archer never misses Warlock (9 attacks)
PerfectHitRate,Archer vs Wizard,100.0%,100%,Archer never misses Wizard (11 attacks)
PerfectHitRate,Assassin vs Fighter,100.0%,100%,Assassin never misses Fighter (8 attacks)
PerfectHitRate,Assassin vs Wizard,100.0%,100%,Assassin never misses Wizard (12 attacks)
PerfectHitRate,Battle Mage vs Goblin Raider,100.0%,100%,Battle Mage never misses Goblin Raider (10 attacks)
PerfectHitRate,Battle Mage vs Priest,100.0%,100%,Battle Mage never misses Priest (15 attacks)
PerfectHitRate,Battle Mage vs Skeleton Archer,100.0%,100%,Battle Mage never misses Skeleton Archer (9 attacks)
PerfectHitRate,Cleric vs Battle Mage,100.0%,100%,Cleric never misses Battle Mage (6 attacks)
PerfectHitRate,Cleric vs Crossbowman,100.0%,100%,Cleric never misses Crossbowman (6 attacks)
PerfectHitRate,Cleric vs Knight,100.0%,100%,Cleric never misses Knight (10 attacks)
PerfectHitRate,Cleric vs Skeleton Archer,100.0%,100%,Cleric never misses Skeleton Archer (8 attacks)
PerfectHitRate,Cleric vs Spearman,100.0%,100%,Cleric never misses Spearman (9 attacks)
PerfectHitRate,Cleric vs Warrior,100.0%,100%,Cleric never misses Warrior (7 attacks)
PerfectHitRate,Crossbowman vs Ogre,100.0%,100%,Crossbowman never misses Ogre (9 attacks)
PerfectHitRate,Crossbowman vs Skeleton Archer,100.0%,100%,Crossbowman never misses Skeleton Archer (6 attacks)
PerfectHitRate,Crossbowman vs Warlock,100.0%,100%,Crossbowman never misses Warlock (13 attacks)
PerfectHitRate,Fighter vs Priest,100.0%,100%,Fighter never misses Priest (15 attacks)
PerfectHitRate,Fighter vs Sorcerer,100.0%,100%,Fighter never misses Sorcerer (12 attacks)
PerfectHitRate,Goblin Raider vs Assassin,100.0%,100%,Goblin Raider never misses Assassin (5 attacks)
PerfectHitRate,Mage vs Battle Mage,100.0%,100%,Mage never misses Battle Mage (6 attacks)
PerfectHitRate,Mage vs Ogre,100.0%,100%,Mage never misses Ogre (8 attacks)
PerfectHitRate,Mage vs Orc Warrior,100.0%,100%,Mage never misses Orc Warrior (7 attacks)
PerfectHitRate,Mage vs Paladin,100.0%,100%,Mage never misses Paladin (15 attacks)
PerfectHitRate,Mage vs Sorcerer,100.0%,100%,Mage never misses Sorcerer (7 attacks)
PerfectHitRate,Marksman vs Skeleton Archer,100.0%,100%,Marksman never misses Skeleton Archer (6 attacks)
PerfectHitRate,Marksman vs Swordsman,100.0%,100%,Marksman never misses Swordsman (6 attacks)
PerfectHitRate,Ogre vs Orc Warrior,100.0%,100%,Ogre never misses Orc Warrior (9 attacks)
PerfectHitRate,Ogre vs Ranger,100.0%,100%,Ogre never misses Ranger (5 attacks)
PerfectHitRate,Ogre vs Rogue,100.0%,100%,Ogre never misses Rogue (6 attacks)
PerfectHitRate,Ogre vs Spearman,100.0%,100%,Ogre never misses Spearman (5 attacks)
PerfectHitRate,Orc Warrior vs Priest,100.0%,100%,Orc Warrior never misses Priest (11 attacks)
PerfectHitRate,Priest vs Fighter,100.0%,100%,Priest never misses Fighter (7 attacks)
PerfectHitRate,Priest vs Mage,100.0%,100%,Priest never misses Mage (7 attacks)
PerfectHitRate,Priest vs Orc Warrior,100.0%,100%,Priest never misses Orc Warrior (6 attacks)
PerfectHitRate,Priest vs Paladin,100.0%,100%,Priest never misses Paladin (10 attacks)
PerfectHitRate,Ranger vs Cleric,100.0%,100%,Ranger never misses Cleric (5 attacks)
PerfectHitRate,Ranger vs Fighter,100.0%,100%,Ranger never misses Fighter (6 attacks)
PerfectHitRate,Ranger vs Skeleton Archer,100.0%,100%,Ranger never misses Skeleton Archer (5 attacks)
PerfectHitRate,Ranger vs Warrior,100.0%,100%,Ranger never misses Warrior (10 attacks)
PerfectHitRate,Rogue vs Fighter,100.0%,100%,Rogue never misses Fighter (11 attacks)
PerfectHitRate,Rogue vs Priest,100.0%,100%,Rogue never misses Priest (11 attacks)
PerfectHitRate,Rogue vs Sorcerer,100.0%,100%,Rogue never misses Sorcerer (9 attacks)
PerfectHitRate,Rogue vs Wizard,100.0%,100%,Rogue never misses Wizard (16 attacks)
PerfectHitRate,Scout vs Crossbowman,100.0%,100%,Scout never misses Crossbowman (8 attacks)
PerfectHitRate,Scout vs Fighter,100.0%,100%,Scout never misses Fighter (6 attacks)
PerfectHitRate,Skeleton Archer vs Mage,100.0%,100%,Skeleton Archer never misses Mage (14 attacks)
PerfectHitRate,Skeleton Archer vs Rogue,100.0%,100%,Skeleton Archer never misses Rogue (6 attacks)
PerfectHitRate,Skeleton Archer vs Warrior,100.0%,100%,Skeleton Archer never misses Warrior (6 attacks)
PerfectHitRate,Skeleton Archer vs Wizard,100.0%,100%,Skeleton Archer never misses Wizard (6 attacks)
PerfectHitRate,Sorcerer vs Archer,100.0%,100%,Sorcerer never misses Archer (12 attacks)
PerfectHitRate,Spearman vs Marksman,100.0%,100%,Spearman never misses Marksman (12 attacks)
PerfectHitRate,Spearman vs Skeleton Archer,100.0%,100%,Spearman never misses Skeleton Archer (9 attacks)
PerfectHitRate,Spearman vs Warrior,100.0%,100%,Spearman never misses Warrior (21 attacks)
PerfectHitRate,Warlock vs Knight,100.0%,100%,Warlock never misses Knight (11 attacks)
PerfectHitRate,Warrior vs Priest,100.0%,100%,Warrior never misses Priest (7 attacks)
PerfectHitRate,Wizard vs Fighter,100.0%,100%,Wizard never misses Fighter (10 attacks)
PerfectHitRate,Wizard vs Mage,100.0%,100%,Wizard never misses Mage (11 attacks)
PerfectHitRate,Wizard vs Marksman,100.0%,100%,Wizard never misses Marksman (7 attacks)
PerfectHitRate,Wizard vs Ogre,100.0%,100%,Wizard never misses Ogre (5 attacks)
PerfectHitRate,Wizard vs Scout,100.0%,100%,Wizard never misses Scout (6 attacks)
PerfectHitRate,Wizard vs Skeleton Archer,100.0%,100%,Wizard never misses Skeleton Archer (7 attacks)
PerfectHitRate,Wizard vs Wizard,100.0%,100%,Wizard never misses Wizard (9 attacks)
